,Pairs,Follows,Followed_by
601,"('erikawdyson', 'DaringRant')",,
602,"('erikawdyson', 'abby_korth')",,
603,"('erikawdyson', 'caitlin_vierra')",,
604,"('erikawdyson', 'rf_mehlinger')",,
605,"('erikawdyson', 'tony1athome')",,
606,"('erikawdyson', 'vanessareality')",,
607,"('erikawdyson', 'jtamm7')",,
608,"('erikawdyson', 'gavmdr')",,
609,"('erikawdyson', 'equan430')",,
610,"('erikawdyson', 'terribletasman')",,
611,"('erikawdyson', 'hocherie1')",,
612,"('erikawdyson', 'jkim720')",,
613,"('erikawdyson', 'InqHmc')",,
614,"('erikawdyson', 'claremontind')",,
615,"('erikawdyson', 'cmcforum')",,
616,"('erikawdyson', 'KGIpres')",,
617,"('erikawdyson', 'KeckGrad')",,
618,"('erikawdyson', 'hkbyoung')",,
619,"('erikawdyson', 'macavity42')",,
620,"('erikawdyson', 'JackRNewhouse')",,
621,"('erikawdyson', 'everner')",,
622,"('erikawdyson', 'raunak_pednekar')",,
623,"('erikawdyson', 'leslieforrrestr')",,
624,"('erikawdyson', 'hmcicecreambike')",,
625,"('erikawdyson', 'rdchambers')",,
626,"('erikawdyson', 'Craigni')",,
627,"('erikawdyson', 'LucidLunatic')",,
628,"('erikawdyson', 'EvanHub')",,
629,"('erikawdyson', 'HEKS86')",,
630,"('erikawdyson', 'elsweato')",,
631,"('erikawdyson', 'StephenBlankley')",,
632,"('erikawdyson', 'SoniaMinassian')",,
633,"('erikawdyson', 'stephani_shusta')",,
634,"('erikawdyson', 'moniebalogna')",,
635,"('erikawdyson', 'susanna_todaro')",,
636,"('erikawdyson', 'gmcredo1')",,
637,"('erikawdyson', 'EvannRamona')",,
638,"('erikawdyson', 'jonessurgery')",,
639,"('erikawdyson', 'FinalFrog')",,
640,"('erikawdyson', 'MsKretsch')",,
641,"('erikawdyson', 'gharrettwong')",,
642,"('erikawdyson', 'steuard')",,
643,"('erikawdyson', 'Aerathil')",,
644,"('erikawdyson', 'aocole')",,
645,"('erikawdyson', 'carlosdavis')",,
646,"('erikawdyson', 'mentaikosupaget')",,
647,"('erikawdyson', 'pboothe')",,
648,"('erikawdyson', 'jtbandes')",,
649,"('erikawdyson', 'yogurtearl')",,
650,"('erikawdyson', 'haaksmash')",,
651,"('erikawdyson', 'angusho')",,
652,"('erikawdyson', 'gdarklighter')",,
653,"('erikawdyson', 'emalminator')",,
654,"('erikawdyson', 'danwr')",,
655,"('erikawdyson', 'Kevin_Hainline')",,
656,"('erikawdyson', 'djtrindle')",,
657,"('erikawdyson', 'ekayfoli')",,
658,"('erikawdyson', 'dyong')",,
659,"('erikawdyson', 'mtauraso')",,
660,"('erikawdyson', 'eriksowa')",,
661,"('erikawdyson', 'siapplebaum')",,
662,"('erikawdyson', 'schimonster')",,
663,"('erikawdyson', 'MikePricePhD')",,
664,"('erikawdyson', 'jessibythebay')",,
665,"('erikawdyson', 'jtspender')",,
666,"('erikawdyson', 'drmorr0')",,
667,"('erikawdyson', 'dorianscrima')",,
668,"('erikawdyson', 'jeffreydrummond')",,
669,"('erikawdyson', 'blampin')",,
670,"('erikawdyson', 'franceshocutt')",,
671,"('erikawdyson', 'MoreLuckey')",,
672,"('hamhatch', 'dagan_karp')",,
673,"('hamhatch', 'MatinaDonaldson')",,
674,"('hamhatch', 'KarlHaus')",,
675,"('hamhatch', 'HaydeeLindo')",,
676,"('hamhatch', 'ProfStoebel')",,
677,"('hamhatch', 'themuddraker')",,
678,"('hamhatch', 'hmc_dsa')",,
679,"('hamhatch', 'HarveyMuddOCE')",,
680,"('hamhatch', 'ProfOmarMath')",,
681,"('hamhatch', 'Eliot_Bush')",,
682,"('hamhatch', 'rsourspa')",,
683,"('hamhatch', 'briposadas')",,
684,"('hamhatch', 'elizjohansen')",,
685,"('hamhatch', 'mattspencer_ee')",,
686,"('hamhatch', 'XandaSchofield')",,
687,"('hamhatch', 'stldenbroncofan')",,
688,"('hamhatch', 'ohmaimy')",,
689,"('hamhatch', 'PITraders')",,
690,"('hamhatch', 'HMCDOS')",,
691,"('hamhatch', 'BlaineHackman')",,
692,"('hamhatch', 'hmcen_official')",,
693,"('hamhatch', 'DaringRant')",,
694,"('hamhatch', 'abby_korth')",,
695,"('hamhatch', 'caitlin_vierra')",,
696,"('hamhatch', 'rf_mehlinger')",,
697,"('hamhatch', 'tony1athome')",,
698,"('hamhatch', 'vanessareality')",,
699,"('hamhatch', 'jtamm7')",,
700,"('hamhatch', 'gavmdr')",,
701,"('hamhatch', 'equan430')",,
702,"('hamhatch', 'terribletasman')",,
703,"('hamhatch', 'hocherie1')",,
704,"('hamhatch', 'jkim720')",,
705,"('hamhatch', 'InqHmc')",,
706,"('hamhatch', 'claremontind')",,
707,"('hamhatch', 'cmcforum')",,
708,"('hamhatch', 'KGIpres')",,
709,"('hamhatch', 'KeckGrad')",,
710,"('hamhatch', 'hkbyoung')",,
711,"('hamhatch', 'macavity42')",,
712,"('hamhatch', 'JackRNewhouse')",,
713,"('hamhatch', 'everner')",,
714,"('hamhatch', 'raunak_pednekar')",,
715,"('hamhatch', 'leslieforrrestr')",,
716,"('hamhatch', 'hmcicecreambike')",,
717,"('hamhatch', 'rdchambers')",,
718,"('hamhatch', 'Craigni')",,
719,"('hamhatch', 'LucidLunatic')",,
720,"('hamhatch', 'EvanHub')",,
721,"('hamhatch', 'HEKS86')",,
722,"('hamhatch', 'elsweato')",,
723,"('hamhatch', 'StephenBlankley')",,
724,"('hamhatch', 'SoniaMinassian')",,
725,"('hamhatch', 'stephani_shusta')",,
726,"('hamhatch', 'moniebalogna')",,
727,"('hamhatch', 'susanna_todaro')",,
728,"('hamhatch', 'gmcredo1')",,
729,"('hamhatch', 'EvannRamona')",,
730,"('hamhatch', 'jonessurgery')",,
731,"('hamhatch', 'FinalFrog')",,
732,"('hamhatch', 'MsKretsch')",,
733,"('hamhatch', 'gharrettwong')",,
734,"('hamhatch', 'steuard')",,
735,"('hamhatch', 'Aerathil')",,
736,"('hamhatch', 'aocole')",,
737,"('hamhatch', 'carlosdavis')",,
738,"('hamhatch', 'mentaikosupaget')",,
739,"('hamhatch', 'pboothe')",,
740,"('hamhatch', 'jtbandes')",,
741,"('hamhatch', 'yogurtearl')",,
742,"('hamhatch', 'haaksmash')",,
743,"('hamhatch', 'angusho')",,
744,"('hamhatch', 'gdarklighter')",,
745,"('hamhatch', 'emalminator')",,
746,"('hamhatch', 'danwr')",,
747,"('hamhatch', 'Kevin_Hainline')",,
748,"('hamhatch', 'djtrindle')",,
749,"('hamhatch', 'ekayfoli')",,
750,"('hamhatch', 'dyong')",,
751,"('hamhatch', 'mtauraso')",,
752,"('hamhatch', 'eriksowa')",,
753,"('hamhatch', 'siapplebaum')",,
754,"('hamhatch', 'schimonster')",,
755,"('hamhatch', 'MikePricePhD')",,
756,"('hamhatch', 'jessibythebay')",,
757,"('hamhatch', 'jtspender')",,
758,"('hamhatch', 'drmorr0')",,
759,"('hamhatch', 'dorianscrima')",,
760,"('hamhatch', 'jeffreydrummond')",,
761,"('hamhatch', 'blampin')",,
762,"('hamhatch', 'franceshocutt')",,
763,"('hamhatch', 'MoreLuckey')",,
764,"('dagan_karp', 'MatinaDonaldson')",,
765,"('dagan_karp', 'KarlHaus')",,
766,"('dagan_karp', 'HaydeeLindo')",,
767,"('dagan_karp', 'ProfStoebel')",,
768,"('dagan_karp', 'themuddraker')",,
769,"('dagan_karp', 'hmc_dsa')",,
770,"('dagan_karp', 'HarveyMuddOCE')",,
771,"('dagan_karp', 'ProfOmarMath')",,
772,"('dagan_karp', 'Eliot_Bush')",,
773,"('dagan_karp', 'rsourspa')",,
774,"('dagan_karp', 'briposadas')",,
775,"('dagan_karp', 'elizjohansen')",,
776,"('dagan_karp', 'mattspencer_ee')",,
777,"('dagan_karp', 'XandaSchofield')",,
778,"('dagan_karp', 'stldenbroncofan')",,
779,"('dagan_karp', 'ohmaimy')",,
780,"('dagan_karp', 'PITraders')",,
781,"('dagan_karp', 'HMCDOS')",,
782,"('dagan_karp', 'BlaineHackman')",,
783,"('dagan_karp', 'hmcen_official')",,
784,"('dagan_karp', 'DaringRant')",,
785,"('dagan_karp', 'abby_korth')",,
786,"('dagan_karp', 'caitlin_vierra')",,
787,"('dagan_karp', 'rf_mehlinger')",,
788,"('dagan_karp', 'tony1athome')",,
789,"('dagan_karp', 'vanessareality')",,
790,"('dagan_karp', 'jtamm7')",,
791,"('dagan_karp', 'gavmdr')",,
792,"('dagan_karp', 'equan430')",,
793,"('dagan_karp', 'terribletasman')",,
794,"('dagan_karp', 'hocherie1')",,
795,"('dagan_karp', 'jkim720')",,
796,"('dagan_karp', 'InqHmc')",,
797,"('dagan_karp', 'claremontind')",,
798,"('dagan_karp', 'cmcforum')",,
799,"('dagan_karp', 'KGIpres')",,
800,"('dagan_karp', 'KeckGrad')",,
801,"('dagan_karp', 'hkbyoung')",,
802,"('dagan_karp', 'macavity42')",,
803,"('dagan_karp', 'JackRNewhouse')",,
804,"('dagan_karp', 'everner')",,
805,"('dagan_karp', 'raunak_pednekar')",,
806,"('dagan_karp', 'leslieforrrestr')",,
807,"('dagan_karp', 'hmcicecreambike')",,
808,"('dagan_karp', 'rdchambers')",,
809,"('dagan_karp', 'Craigni')",,
810,"('dagan_karp', 'LucidLunatic')",,
811,"('dagan_karp', 'EvanHub')",,
812,"('dagan_karp', 'HEKS86')",,
813,"('dagan_karp', 'elsweato')",,
814,"('dagan_karp', 'StephenBlankley')",,
815,"('dagan_karp', 'SoniaMinassian')",,
816,"('dagan_karp', 'stephani_shusta')",,
817,"('dagan_karp', 'moniebalogna')",,
818,"('dagan_karp', 'susanna_todaro')",,
819,"('dagan_karp', 'gmcredo1')",,
820,"('dagan_karp', 'EvannRamona')",,
821,"('dagan_karp', 'jonessurgery')",,
822,"('dagan_karp', 'FinalFrog')",,
823,"('dagan_karp', 'MsKretsch')",,
824,"('dagan_karp', 'gharrettwong')",,
825,"('dagan_karp', 'steuard')",,
826,"('dagan_karp', 'Aerathil')",,
827,"('dagan_karp', 'aocole')",,
828,"('dagan_karp', 'carlosdavis')",,
829,"('dagan_karp', 'mentaikosupaget')",,
830,"('dagan_karp', 'pboothe')",,
831,"('dagan_karp', 'jtbandes')",,
832,"('dagan_karp', 'yogurtearl')",,
833,"('dagan_karp', 'haaksmash')",,
834,"('dagan_karp', 'angusho')",,
835,"('dagan_karp', 'gdarklighter')",,
836,"('dagan_karp', 'emalminator')",,
837,"('dagan_karp', 'danwr')",,
838,"('dagan_karp', 'Kevin_Hainline')",,
839,"('dagan_karp', 'djtrindle')",,
840,"('dagan_karp', 'ekayfoli')",,
841,"('dagan_karp', 'dyong')",,
842,"('dagan_karp', 'mtauraso')",,
843,"('dagan_karp', 'eriksowa')",,
844,"('dagan_karp', 'siapplebaum')",,
845,"('dagan_karp', 'schimonster')",,
846,"('dagan_karp', 'MikePricePhD')",,
847,"('dagan_karp', 'jessibythebay')",,
848,"('dagan_karp', 'jtspender')",,
849,"('dagan_karp', 'drmorr0')",,
850,"('dagan_karp', 'dorianscrima')",,
851,"('dagan_karp', 'jeffreydrummond')",,
852,"('dagan_karp', 'blampin')",,
853,"('dagan_karp', 'franceshocutt')",,
854,"('dagan_karp', 'MoreLuckey')",,
855,"('MatinaDonaldson', 'KarlHaus')",,
856,"('MatinaDonaldson', 'HaydeeLindo')",,
857,"('MatinaDonaldson', 'ProfStoebel')",,
858,"('MatinaDonaldson', 'themuddraker')",,
859,"('MatinaDonaldson', 'hmc_dsa')",,
860,"('MatinaDonaldson', 'HarveyMuddOCE')",,
861,"('MatinaDonaldson', 'ProfOmarMath')",,
862,"('MatinaDonaldson', 'Eliot_Bush')",,
863,"('MatinaDonaldson', 'rsourspa')",,
864,"('MatinaDonaldson', 'briposadas')",,
865,"('MatinaDonaldson', 'elizjohansen')",,
866,"('MatinaDonaldson', 'mattspencer_ee')",,
867,"('MatinaDonaldson', 'XandaSchofield')",,
868,"('MatinaDonaldson', 'stldenbroncofan')",,
869,"('MatinaDonaldson', 'ohmaimy')",,
870,"('MatinaDonaldson', 'PITraders')",,
871,"('MatinaDonaldson', 'HMCDOS')",,
872,"('MatinaDonaldson', 'BlaineHackman')",,
873,"('MatinaDonaldson', 'hmcen_official')",,
874,"('MatinaDonaldson', 'DaringRant')",,
875,"('MatinaDonaldson', 'abby_korth')",,
876,"('MatinaDonaldson', 'caitlin_vierra')",,
877,"('MatinaDonaldson', 'rf_mehlinger')",,
878,"('MatinaDonaldson', 'tony1athome')",,
879,"('MatinaDonaldson', 'vanessareality')",,
880,"('MatinaDonaldson', 'jtamm7')",,
881,"('MatinaDonaldson', 'gavmdr')",,
882,"('MatinaDonaldson', 'equan430')",,
883,"('MatinaDonaldson', 'terribletasman')",,
884,"('MatinaDonaldson', 'hocherie1')",,
885,"('MatinaDonaldson', 'jkim720')",,
886,"('MatinaDonaldson', 'InqHmc')",,
887,"('MatinaDonaldson', 'claremontind')",,
888,"('MatinaDonaldson', 'cmcforum')",,
889,"('MatinaDonaldson', 'KGIpres')",,
890,"('MatinaDonaldson', 'KeckGrad')",,
891,"('MatinaDonaldson', 'hkbyoung')",,
892,"('MatinaDonaldson', 'macavity42')",,
893,"('MatinaDonaldson', 'JackRNewhouse')",,
894,"('MatinaDonaldson', 'everner')",,
895,"('MatinaDonaldson', 'raunak_pednekar')",,
896,"('MatinaDonaldson', 'leslieforrrestr')",,
897,"('MatinaDonaldson', 'hmcicecreambike')",,
898,"('MatinaDonaldson', 'rdchambers')",,
899,"('MatinaDonaldson', 'Craigni')",,
900,"('MatinaDonaldson', 'LucidLunatic')",,
901,"('MatinaDonaldson', 'EvanHub')",,
902,"('MatinaDonaldson', 'HEKS86')",,
903,"('MatinaDonaldson', 'elsweato')",,
904,"('MatinaDonaldson', 'StephenBlankley')",,
905,"('MatinaDonaldson', 'SoniaMinassian')",,
906,"('MatinaDonaldson', 'stephani_shusta')",,
907,"('MatinaDonaldson', 'moniebalogna')",,
908,"('MatinaDonaldson', 'susanna_todaro')",,
909,"('MatinaDonaldson', 'gmcredo1')",,
910,"('MatinaDonaldson', 'EvannRamona')",,
911,"('MatinaDonaldson', 'jonessurgery')",,
912,"('MatinaDonaldson', 'FinalFrog')",,
913,"('MatinaDonaldson', 'MsKretsch')",,
914,"('MatinaDonaldson', 'gharrettwong')",,
915,"('MatinaDonaldson', 'steuard')",,
916,"('MatinaDonaldson', 'Aerathil')",,
917,"('MatinaDonaldson', 'aocole')",,
918,"('MatinaDonaldson', 'carlosdavis')",,
919,"('MatinaDonaldson', 'mentaikosupaget')",,
920,"('MatinaDonaldson', 'pboothe')",,
921,"('MatinaDonaldson', 'jtbandes')",,
922,"('MatinaDonaldson', 'yogurtearl')",,
923,"('MatinaDonaldson', 'haaksmash')",,
924,"('MatinaDonaldson', 'angusho')",,
925,"('MatinaDonaldson', 'gdarklighter')",,
926,"('MatinaDonaldson', 'emalminator')",,
927,"('MatinaDonaldson', 'danwr')",,
928,"('MatinaDonaldson', 'Kevin_Hainline')",,
929,"('MatinaDonaldson', 'djtrindle')",,
930,"('MatinaDonaldson', 'ekayfoli')",,
931,"('MatinaDonaldson', 'dyong')",,
932,"('MatinaDonaldson', 'mtauraso')",,
933,"('MatinaDonaldson', 'eriksowa')",,
934,"('MatinaDonaldson', 'siapplebaum')",,
935,"('MatinaDonaldson', 'schimonster')",,
936,"('MatinaDonaldson', 'MikePricePhD')",,
937,"('MatinaDonaldson', 'jessibythebay')",,
938,"('MatinaDonaldson', 'jtspender')",,
939,"('MatinaDonaldson', 'drmorr0')",,
940,"('MatinaDonaldson', 'dorianscrima')",,
941,"('MatinaDonaldson', 'jeffreydrummond')",,
942,"('MatinaDonaldson', 'blampin')",,
943,"('MatinaDonaldson', 'franceshocutt')",,
944,"('MatinaDonaldson', 'MoreLuckey')",,
945,"('KarlHaus', 'HaydeeLindo')",,
946,"('KarlHaus', 'ProfStoebel')",,
947,"('KarlHaus', 'themuddraker')",,
948,"('KarlHaus', 'hmc_dsa')",,
949,"('KarlHaus', 'HarveyMuddOCE')",,
950,"('KarlHaus', 'ProfOmarMath')",,
951,"('KarlHaus', 'Eliot_Bush')",,
952,"('KarlHaus', 'rsourspa')",,
953,"('KarlHaus', 'briposadas')",,
954,"('KarlHaus', 'elizjohansen')",,
955,"('KarlHaus', 'mattspencer_ee')",,
956,"('KarlHaus', 'XandaSchofield')",,
957,"('KarlHaus', 'stldenbroncofan')",,
958,"('KarlHaus', 'ohmaimy')",,
959,"('KarlHaus', 'PITraders')",,
960,"('KarlHaus', 'HMCDOS')",,
961,"('KarlHaus', 'BlaineHackman')",,
962,"('KarlHaus', 'hmcen_official')",,
963,"('KarlHaus', 'DaringRant')",,
964,"('KarlHaus', 'abby_korth')",,
965,"('KarlHaus', 'caitlin_vierra')",,
966,"('KarlHaus', 'rf_mehlinger')",,
967,"('KarlHaus', 'tony1athome')",,
968,"('KarlHaus', 'vanessareality')",,
969,"('KarlHaus', 'jtamm7')",,
970,"('KarlHaus', 'gavmdr')",,
971,"('KarlHaus', 'equan430')",,
972,"('KarlHaus', 'terribletasman')",,
973,"('KarlHaus', 'hocherie1')",,
974,"('KarlHaus', 'jkim720')",,
975,"('KarlHaus', 'InqHmc')",,
976,"('KarlHaus', 'claremontind')",,
977,"('KarlHaus', 'cmcforum')",,
978,"('KarlHaus', 'KGIpres')",,
979,"('KarlHaus', 'KeckGrad')",,
980,"('KarlHaus', 'hkbyoung')",,
981,"('KarlHaus', 'macavity42')",,
982,"('KarlHaus', 'JackRNewhouse')",,
983,"('KarlHaus', 'everner')",,
984,"('KarlHaus', 'raunak_pednekar')",,
985,"('KarlHaus', 'leslieforrrestr')",,
986,"('KarlHaus', 'hmcicecreambike')",,
987,"('KarlHaus', 'rdchambers')",,
988,"('KarlHaus', 'Craigni')",,
989,"('KarlHaus', 'LucidLunatic')",,
990,"('KarlHaus', 'EvanHub')",,
991,"('KarlHaus', 'HEKS86')",,
992,"('KarlHaus', 'elsweato')",,
993,"('KarlHaus', 'StephenBlankley')",,
994,"('KarlHaus', 'SoniaMinassian')",,
995,"('KarlHaus', 'stephani_shusta')",,
996,"('KarlHaus', 'moniebalogna')",,
997,"('KarlHaus', 'susanna_todaro')",,
998,"('KarlHaus', 'gmcredo1')",,
999,"('KarlHaus', 'EvannRamona')",,
1000,"('KarlHaus', 'jonessurgery')",,
1001,"('KarlHaus', 'FinalFrog')",,
1002,"('KarlHaus', 'MsKretsch')",,
1003,"('KarlHaus', 'gharrettwong')",,
1004,"('KarlHaus', 'steuard')",,
1005,"('KarlHaus', 'Aerathil')",,
1006,"('KarlHaus', 'aocole')",,
1007,"('KarlHaus', 'carlosdavis')",,
1008,"('KarlHaus', 'mentaikosupaget')",,
1009,"('KarlHaus', 'pboothe')",,
1010,"('KarlHaus', 'jtbandes')",,
1011,"('KarlHaus', 'yogurtearl')",,
1012,"('KarlHaus', 'haaksmash')",,
1013,"('KarlHaus', 'angusho')",,
1014,"('KarlHaus', 'gdarklighter')",,
1015,"('KarlHaus', 'emalminator')",,
1016,"('KarlHaus', 'danwr')",,
1017,"('KarlHaus', 'Kevin_Hainline')",,
1018,"('KarlHaus', 'djtrindle')",,
1019,"('KarlHaus', 'ekayfoli')",,
1020,"('KarlHaus', 'dyong')",,
1021,"('KarlHaus', 'mtauraso')",,
1022,"('KarlHaus', 'eriksowa')",,
1023,"('KarlHaus', 'siapplebaum')",,
1024,"('KarlHaus', 'schimonster')",,
1025,"('KarlHaus', 'MikePricePhD')",,
1026,"('KarlHaus', 'jessibythebay')",,
1027,"('KarlHaus', 'jtspender')",,
1028,"('KarlHaus', 'drmorr0')",,
1029,"('KarlHaus', 'dorianscrima')",,
1030,"('KarlHaus', 'jeffreydrummond')",,
1031,"('KarlHaus', 'blampin')",,
1032,"('KarlHaus', 'franceshocutt')",,
1033,"('KarlHaus', 'MoreLuckey')",,
1034,"('HaydeeLindo', 'ProfStoebel')",,
1035,"('HaydeeLindo', 'themuddraker')",,
1036,"('HaydeeLindo', 'hmc_dsa')",,
1037,"('HaydeeLindo', 'HarveyMuddOCE')",,
1038,"('HaydeeLindo', 'ProfOmarMath')",,
1039,"('HaydeeLindo', 'Eliot_Bush')",,
1040,"('HaydeeLindo', 'rsourspa')",,
1041,"('HaydeeLindo', 'briposadas')",,
1042,"('HaydeeLindo', 'elizjohansen')",,
1043,"('HaydeeLindo', 'mattspencer_ee')",,
1044,"('HaydeeLindo', 'XandaSchofield')",,
1045,"('HaydeeLindo', 'stldenbroncofan')",,
1046,"('HaydeeLindo', 'ohmaimy')",,
1047,"('HaydeeLindo', 'PITraders')",,
1048,"('HaydeeLindo', 'HMCDOS')",,
1049,"('HaydeeLindo', 'BlaineHackman')",,
1050,"('HaydeeLindo', 'hmcen_official')",,
1051,"('HaydeeLindo', 'DaringRant')",,
1052,"('HaydeeLindo', 'abby_korth')",,
1053,"('HaydeeLindo', 'caitlin_vierra')",,
1054,"('HaydeeLindo', 'rf_mehlinger')",,
1055,"('HaydeeLindo', 'tony1athome')",,
1056,"('HaydeeLindo', 'vanessareality')",,
1057,"('HaydeeLindo', 'jtamm7')",,
1058,"('HaydeeLindo', 'gavmdr')",,
1059,"('HaydeeLindo', 'equan430')",,
1060,"('HaydeeLindo', 'terribletasman')",,
1061,"('HaydeeLindo', 'hocherie1')",,
1062,"('HaydeeLindo', 'jkim720')",,
1063,"('HaydeeLindo', 'InqHmc')",,
1064,"('HaydeeLindo', 'claremontind')",,
1065,"('HaydeeLindo', 'cmcforum')",,
1066,"('HaydeeLindo', 'KGIpres')",,
1067,"('HaydeeLindo', 'KeckGrad')",,
1068,"('HaydeeLindo', 'hkbyoung')",,
1069,"('HaydeeLindo', 'macavity42')",,
1070,"('HaydeeLindo', 'JackRNewhouse')",,
1071,"('HaydeeLindo', 'everner')",,
1072,"('HaydeeLindo', 'raunak_pednekar')",,
1073,"('HaydeeLindo', 'leslieforrrestr')",,
1074,"('HaydeeLindo', 'hmcicecreambike')",,
1075,"('HaydeeLindo', 'rdchambers')",,
1076,"('HaydeeLindo', 'Craigni')",,
1077,"('HaydeeLindo', 'LucidLunatic')",,
1078,"('HaydeeLindo', 'EvanHub')",,
1079,"('HaydeeLindo', 'HEKS86')",,
1080,"('HaydeeLindo', 'elsweato')",,
1081,"('HaydeeLindo', 'StephenBlankley')",,
1082,"('HaydeeLindo', 'SoniaMinassian')",,
1083,"('HaydeeLindo', 'stephani_shusta')",,
1084,"('HaydeeLindo', 'moniebalogna')",,
1085,"('HaydeeLindo', 'susanna_todaro')",,
1086,"('HaydeeLindo', 'gmcredo1')",,
1087,"('HaydeeLindo', 'EvannRamona')",,
1088,"('HaydeeLindo', 'jonessurgery')",,
1089,"('HaydeeLindo', 'FinalFrog')",,
1090,"('HaydeeLindo', 'MsKretsch')",,
1091,"('HaydeeLindo', 'gharrettwong')",,
1092,"('HaydeeLindo', 'steuard')",,
1093,"('HaydeeLindo', 'Aerathil')",,
1094,"('HaydeeLindo', 'aocole')",,
1095,"('HaydeeLindo', 'carlosdavis')",,
1096,"('HaydeeLindo', 'mentaikosupaget')",,
1097,"('HaydeeLindo', 'pboothe')",,
1098,"('HaydeeLindo', 'jtbandes')",,
1099,"('HaydeeLindo', 'yogurtearl')",,
1100,"('HaydeeLindo', 'haaksmash')",,
1101,"('HaydeeLindo', 'angusho')",,
1102,"('HaydeeLindo', 'gdarklighter')",,
1103,"('HaydeeLindo', 'emalminator')",,
1104,"('HaydeeLindo', 'danwr')",,
1105,"('HaydeeLindo', 'Kevin_Hainline')",,
1106,"('HaydeeLindo', 'djtrindle')",,
1107,"('HaydeeLindo', 'ekayfoli')",,
1108,"('HaydeeLindo', 'dyong')",,
1109,"('HaydeeLindo', 'mtauraso')",,
1110,"('HaydeeLindo', 'eriksowa')",,
1111,"('HaydeeLindo', 'siapplebaum')",,
1112,"('HaydeeLindo', 'schimonster')",,
1113,"('HaydeeLindo', 'MikePricePhD')",,
1114,"('HaydeeLindo', 'jessibythebay')",,
1115,"('HaydeeLindo', 'jtspender')",,
1116,"('HaydeeLindo', 'drmorr0')",,
1117,"('HaydeeLindo', 'dorianscrima')",,
1118,"('HaydeeLindo', 'jeffreydrummond')",,
1119,"('HaydeeLindo', 'blampin')",,
1120,"('HaydeeLindo', 'franceshocutt')",,
1121,"('HaydeeLindo', 'MoreLuckey')",,
1122,"('ProfStoebel', 'themuddraker')",,
1123,"('ProfStoebel', 'hmc_dsa')",,
1124,"('ProfStoebel', 'HarveyMuddOCE')",,
1125,"('ProfStoebel', 'ProfOmarMath')",,
1126,"('ProfStoebel', 'Eliot_Bush')",,
1127,"('ProfStoebel', 'rsourspa')",,
1128,"('ProfStoebel', 'briposadas')",,
1129,"('ProfStoebel', 'elizjohansen')",,
1130,"('ProfStoebel', 'mattspencer_ee')",,
1131,"('ProfStoebel', 'XandaSchofield')",,
1132,"('ProfStoebel', 'stldenbroncofan')",,
1133,"('ProfStoebel', 'ohmaimy')",,
1134,"('ProfStoebel', 'PITraders')",,
1135,"('ProfStoebel', 'HMCDOS')",,
1136,"('ProfStoebel', 'BlaineHackman')",,
1137,"('ProfStoebel', 'hmcen_official')",,
1138,"('ProfStoebel', 'DaringRant')",,
1139,"('ProfStoebel', 'abby_korth')",,
1140,"('ProfStoebel', 'caitlin_vierra')",,
1141,"('ProfStoebel', 'rf_mehlinger')",,
1142,"('ProfStoebel', 'tony1athome')",,
1143,"('ProfStoebel', 'vanessareality')",,
1144,"('ProfStoebel', 'jtamm7')",,
1145,"('ProfStoebel', 'gavmdr')",,
1146,"('ProfStoebel', 'equan430')",,
1147,"('ProfStoebel', 'terribletasman')",,
1148,"('ProfStoebel', 'hocherie1')",,
1149,"('ProfStoebel', 'jkim720')",,
1150,"('ProfStoebel', 'InqHmc')",,
1151,"('ProfStoebel', 'claremontind')",,
1152,"('ProfStoebel', 'cmcforum')",,
1153,"('ProfStoebel', 'KGIpres')",,
1154,"('ProfStoebel', 'KeckGrad')",,
1155,"('ProfStoebel', 'hkbyoung')",,
1156,"('ProfStoebel', 'macavity42')",,
1157,"('ProfStoebel', 'JackRNewhouse')",,
1158,"('ProfStoebel', 'everner')",,
1159,"('ProfStoebel', 'raunak_pednekar')",,
1160,"('ProfStoebel', 'leslieforrrestr')",,
1161,"('ProfStoebel', 'hmcicecreambike')",,
1162,"('ProfStoebel', 'rdchambers')",,
1163,"('ProfStoebel', 'Craigni')",,
1164,"('ProfStoebel', 'LucidLunatic')",,
1165,"('ProfStoebel', 'EvanHub')",,
1166,"('ProfStoebel', 'HEKS86')",,
1167,"('ProfStoebel', 'elsweato')",,
1168,"('ProfStoebel', 'StephenBlankley')",,
1169,"('ProfStoebel', 'SoniaMinassian')",,
1170,"('ProfStoebel', 'stephani_shusta')",,
1171,"('ProfStoebel', 'moniebalogna')",,
1172,"('ProfStoebel', 'susanna_todaro')",,
1173,"('ProfStoebel', 'gmcredo1')",,
1174,"('ProfStoebel', 'EvannRamona')",,
1175,"('ProfStoebel', 'jonessurgery')",,
1176,"('ProfStoebel', 'FinalFrog')",,
1177,"('ProfStoebel', 'MsKretsch')",,
1178,"('ProfStoebel', 'gharrettwong')",,
1179,"('ProfStoebel', 'steuard')",,
1180,"('ProfStoebel', 'Aerathil')",,
1181,"('ProfStoebel', 'aocole')",,
1182,"('ProfStoebel', 'carlosdavis')",,
1183,"('ProfStoebel', 'mentaikosupaget')",,
1184,"('ProfStoebel', 'pboothe')",,
